1634584115.7700242996,0,0,0
1634584115.8956987858,0,0,0
1634584116.0608439445,0,0,0
1634584116.1660108566,0,0,0
1634584116.2738666534,0,0,0
1634584116.3915164471,0,0,0
1634584116.5301964283,0,0,0
1634584116.6320743561,0,0,0
1634584116.772695303,0,0,0
1634584116.8822793961,0,0,0
1634584117.0046331882,0,0,0
1634584117.2929337025,0,0,0
1634584117.3972747326,0,0,0
1634584117.6175625324,0,0,0
1634584117.7238769531,0,0,0
1634584117.8787233829,0,0,0
1634584118.0162346363,0,0,0
1634584118.1252338886,0,0,0
1634584118.2921304703,0,0,0
1634584118.4009122849,0,0,0
1634584118.5413150787,0,0,0
1634584118.6502656937,0,0,0
1634584118.839786768,0,0,0
1634584118.9444956779,0,0,0
1634584119.1371645927,0,0,0
1634584119.2373158932,0,0,0
1634584119.453107357,0,0,0
1634584119.5612506866,0,0,0
1634584119.7170302868,0,0,0
1634584119.8212370872,0,0,0
1634584120.0367820263,0,0,0
1634584120.1426196098,0,0,0
1634584120.2490940094,0,0,0
1634584120.4221224785,0,0,0
1634584120.528288126,0,0,0
1634584120.6357798576,0,0,0
1634584120.8260505199,0,0,0
1634584120.9994242191,0,0,0
1634584121.1038930416,0,0,0
1634584121.2105634212,0,0,0
1634584121.4113969803,0,0,0
1634584121.5192193985,0,0,0
1634584121.6292645931,0,0,0
1634584121.7396504879,0,0,0
1634584122.0715761185,0,0,0
1634584122.1798460484,0,0,0
1634584122.3048708439,0,0,0
1634584122.4154558182,0,0,0
1634584122.5262179375,0,0,0
1634584122.6847436428,0,0,0
1634584122.7921154499,0,0,0
1634584122.9005970955,0,0,0
1634584123.0109901428,0,0,0
1634584123.1756803989,0,0,0
1634584123.2801742554,0,0,0
1634584123.4087305069,0,0,0
1634584123.5165467262,-1.7071578423953039927,0.26303373085211667615,0.83832617149904409271
1634584123.6451263428,-1.7216560469288626489,0.26609970085476314372,1.0559984039594696448
1634584123.7748298645,-1.7332812961071897284,0.26713784076900115583,1.127715214284056966
