1634996312.8496873379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634996312.868060112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634996312.8880429268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634996312.9080648422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1634996312.9280631542,0.044090773910284042358,-0.012238868512213230133,0.33699247241020202637,0,0,0,-0.088255301164586796858,-0.051001676326438344367,0.25637899131285785126,0,0,0,0,0,0,0,0,0
1634996312.9480755329,0.044096261262893676758,-0.012210594490170478821,0.33697432279586791992,0,0,0,-0.088320061156266005398,-0.050803445190620667715,0.25836437694437380808,0,0,0,0,0,0,0,0,0
1634996312.9680652618,0.044105589389801025391,-0.012183913961052894592,0.33695188164710998535,0,0,0,-0.088326350060238784101,-0.050809266466006877683,0.25835016032638025152,0,0,0,0,0,0,0,0,0
1634996312.9880664349,0.044112853705883026123,-0.012159924954175949097,0.33692786097526550293,0,0,0,-0.088278995690056635826,-0.05097110535544226162,0.25641991393301671875,0,0,0,0,0,0,0,0,0
1634996313.0080542564,0.044121436774730682373,-0.012133451178669929504,0.33690589666366577148,0,0,0,-0.088338737615174051099,-0.050958010312087208271,0.25648575933166412044,0,0,0,0,0,0,0,0,0
1634996313.028046608,0.044128552079200744629,-0.012104932218790054321,0.33688500523567199707,0,0,0,-0.088251054525638777948,-0.050781697461075817057,0.25822761187035864205,0,0,0,0,0,0,0,0,0
1634996313.0480625629,0.044137381017208099365,-0.012074697762727737427,0.33686086535453796387,0,0,0,-0.088108660792020926378,-0.05076682269016845328,0.25807549257034162471,0,0,0,0,0,0,0,0,0
1634996313.0680608749,0.044143881648778915405,-0.012047024443745613098,0.33683624863624572754,0,0,0,-0.088241919041978533755,-0.05079539639969420789,0.25818902070416610561,0,0,0,0,0,0,0,0,0
1634996313.0880656242,0.044151302427053451538,-0.012020740658044815063,0.33681049942970275879,0,0,0,-0.088370010248771474481,-0.051019338636848793334,0.25647831562135647854,0,0,0,0,0,0,0,0,0
1634996313.1080639362,0.044159069657325744629,-0.011991816572844982147,0.33678555488586425781,0,0,0,-0.088193302989475252929,-0.050816219223651780401,0.25813424776297005936,0,0,0,0,0,0,0,0,0
1634996313.1280634403,0.044164013117551803589,-0.011961602605879306793,0.33675420284271240234,0,0,0,-0.088269909285220063411,-0.050813371321697345384,0.25826146845647396377,0,0,0,0,0,0,0,0,0
1634996313.148004055,0.044170845299959182739,-0.011930439621210098267,0.33671787381172180176,0,0,0,-0.088313378310170650987,-0.050811132691278834694,0.25831673105498065279,0,0,0,0,0,0,0,0,0
1634996313.1680505276,0.044180274009704589844,-0.01189855579286813736,0.33667856454849243164,0,0,0,-0.088254815413959561421,-0.05077788221474072855,0.2582234817062461496,0,0,0,0,0,0,0,0,0
1634996313.1880567074,0.044187836349010467529,-0.011873060837388038635,0.3366400599479675293,0,0,0,-0.088326388884004805591,-0.050959451637037592175,0.25643961044811780514,0,0,0,0,0,0,0,0,0
1634996313.2080607414,0.044196154922246932983,-0.011847902089357376099,0.33660185337066650391,0,0,0,-0.088260532184737672257,-0.050806725431336186016,0.25823175717052126998,0,0,0,0,0,0,0,0,0
1634996313.2280683517,0.044204995036125183105,-0.011822240427136421204,0.33656352758407592773,0,0,0,-0.088202978637977491605,-0.050814443535879112723,0.25819346871842308033,0,0,0,0,0,0,0,0,0
